Chile;2013;14.055;5.511;79.5726585365854;17464814.0;756096.0;23.4889876965618
United States;2011;13.0;8.0;78.5414634146342;309326295.0;9831510.0;33.8156873741448
Canada;2013;11.0;7.2;81.2380487804878;34754312.0;9984670.0;3.82188087988027
Canada;2011;11.1;7.1;80.8934878048781;34005274.0;9984670.0;3.73951026611287
United States;2013;12.6;8.1;78.7414634146342;313873685.0;9831510.0;34.3128100601044
Mexico;2011;19.544;4.488;76.6902926829268;117886404.0;1964380.0;60.6427140615757
Mexico;2013;18.771;4.509;77.1350731707317;120847477.0;1964380.0;62.1659389387587
United States;2012;12.7;8.066;78.6414634146341;311582564.0;9831510.0;34.0623436990977
Mexico;2012;19.15;4.496;76.9141707317073;119361233.0;1964380.0;61.4013904678618
Canada;2012;11.0;7.2;81.0683170731707;34342780.0;9984670.0;3.77662530749952
Chile;2012;14.191;5.483;79.306512195122;17308449.0;756096.0;23.2786874001388
Chile;2011;14.329;5.451;79.0504634146342;17150760.0;756096.0;23.0666064137119
